498	2640	392
499	2768	394
500	2813	397
501	2976	409
502	2987	417
503	2986	415
504	3116	410
505	3160	405
506	3335	401
507	3399	398
508	3395	391
509	3529	393
510	3576	391
511	3761	394
512	3781	387
513	3769	385
514	3897	391
515	3923	388
516	4127	406
517	4143	415
518	4145	416
519	4311	418
520	4349	416
521	4554	416
522	4576	414
523	4582	422
524	4746	435
525	4780	435
526	5003	437
527	5026	438
528	5030	446
529	5188	440
530	5199	454
531	5447	471
532	5472	468
533	5491	469
534	5647	470
535	5694	478
536	5927	501
537	5970	499
538	5985	515
539	6142	522
540	6156	533
541	6343	544
542	6393	550
543	6419	549
544	6563	546
545	6605	543
546	6752	531
547	6796	532
548	6818	528
549	6905	542
550	6954	543
551	7079	565
552	7100	559
553	7121	559
554	7180	566
555	7211	564
556	7331	591
557	7358	609
558	7359	612
559	7408	609
560	7433	613
561	7516	615
562	7534	621
563	7512	635
564	7489	661
565	7444	664
566	7423	663
567	7372	660
568	7277	670
569	7223	669
570	7165	693
571	7118	712
572	7062	709
573	6937	718
574	6853	719
575	6763	730
576	6687	757
577	6616	754
578	6495	776
579	6415	785
580	6306	807
581	6205	832
582	6100	841
583	6011	834
584	5902	832
585	5814	833
586	5711	829
587	5635	829
588	5564	820
589	5506	831
590	5417	829
591	5335	874
592	5287	871
593	5238	870
594	5194	883
595	5140	877
596	5103	906
597	5056	935
598	5003	938
599	4984	939
600	4928	947
601	4922	940
602	4856	952
603	4787	976
604	4698	1009
605	4624	1013
606	4548	1030
607	4448	1018
608	4371	1045
609	4247	1050
610	4113	1087
611	4007	1121
612	3880	1114
613	3740	1120
614	3588	1105
615	3474	1117
616	3355	1157
617	3245	1149
618	3145	1173
619	3040	1175
620	2867	1179
621	2738	1200
622	2609	1222
623	2531	1212
624	2449	1204
625	2346	1192
626	2269	1165
627	2176	1159
628	2106	1135
629	2053	1148
630	1966	1135
631	1929	1170
632	1849	1145
633	1800	1136
634	1751	1142
635	1688	1131
636	1647	1172
637	1581	1198
638	1516	1198
639	1459	1194
640	1386	1198
641	1375	1169
642	1332	1173
643	1282	1198
644	1238	1240
645	1145	1238
646	1109	1219
647	1055	1202
648	1031	1230
649	990	1227
650	926	1235
651	900	1242
652	858	1223
653	831	1209
654	796	1170
655	742	1177
656	725	1192
657	693	1177
658	662	1189
659	629	1189
660	598	1187
661	583	1189
662	560	1210
663	513	1184
664	526	1166
665	518	1138
666	519	1086
667	511	1075
668	489	1023
669	515	1032
670	508	1018
671	500	1038
672	482	1002
673	455	983
674	474	992
675	464	977
676	450	1007
677	442	1028
678	415	1031
679	436	1009
680	416	992
681	383	950
682	377	951
683	354	967
684	372	995
685	362	984
686	353	961
687	358	926
688	348	932
689	365	933
690	349	953
691	342	954
692	347	935
693	333	917
694	355	881
695	347	884
696	341	894
697	345	881
698	348	890
699	376	880
700	375	880
701	371	880
702	373	885
703	365	864
704	393	839
705	370	818
706	350	775
707	353	776
708	347	733
709	393	736
710	384	714
711	381	723
712	394	700
713	398	690
714	462	698
715	446	691
716	463	706
717	494	719
718	494	718
719	573	697
720	566	684
721	591	642
722	631	647
723	653	653
724	735	673
725	735	666
726	759	651
727	794	630
728	806	645
729	876	648
730	866	662
731	877	665
732	897	653
733	914	644
734	986	611
735	994	616
736	1005	615
737	1033	609
738	1063	619
739	1154	618
740	1177	627
741	1194	642
742	1213	648
743	1225	636
744	1313	619
745	1351	609
746	1390	590
747	1416	589
748	1432	564
749	1523	560
750	1571	549
751	1598	555
752	1614	539
753	1641	533
754	1730	531
755	1781	530
756	1791	539
757	1794	547
758	1846	546
759	1956	530
760	2011	517
761	2030	499
762	2029	500
763	2068	507
764	2212	520
765	2231	521
766	2249	521
767	2246	507
768	2289	520
769	2431	526
770	2463	540
771	2487	552
772	2474	546
773	2543	546
774	2734	530
775	2778	538
776	2808	545
777	2784	539
778	2870	554
779	3045	558
780	3084	576
781	3109	588
782	3118	593
783	3199	585
784	3419	580
785	3470	572
786	3501	561
787	3555	558
788	3641	542
789	3846	539
790	3911	528
791	3993	535
792	4043	526
793	4164	519
794	4376	514
795	4468	514
796	4551	532
797	4623	539
798	4728	541
799	4950	532
800	5024	531
801	5102	529
802	5154	531
803	5227	545
804	5422	564
805	5498	566
806	5536	572
807	5593	569
808	5647	587
809	5806	595
810	5847	611
811	5898	629
812	5916	623
813	5944	627
814	6096	631
815	6141	644
816	6197	677
817	6209	674
818	6230	700
819	6332	706
820	6351	741
821	6361	763
822	6343	770
823	6302	765
824	6392	760
825	6399	760
826	6411	750
827	6408	749
828	6385	739
829	6436	744
830	6415	750
831	6437	783
832	6437	780
833	6397	778
834	6399	781
835	6366	780
836	6343	814
837	6295	828
838	6220	834
839	6176	834
840	6115	842
841	6090	853
842	6059	857
843	5974	880
844	5900	918
845	5783	920
846	5726	924
847	5695	932
848	5600	965
849	5496	974
850	5360	996
851	5233	1022
852	5133	1018
853	5037	1029
854	4914	1034
855	4809	1063
856	4697	1102
857	4559	1097
858	4432	1130
859	4268	1143
860	4118	1209
861	3973	1253
862	3783	1270
863	3645	1256
864	3479	1241
865	3326	1235
866	3206	1218
867	3061	1214
868	2944	1196
869	2831	1196
870	2719	1178
871	2644	1220
872	2542	1212
873	2436	1204
874	2346	1200
875	2216	1193
876	2119	1229
877	2011	1241
878	1936	1244
879	1883	1232
880	1784	1239
881	1732	1213
882	1646	1224
883	1584	1256
884	1534	1294
885	1441	1295
886	1383	1292
887	1282	1271
888	1238	1300
889	1206	1305
890	1115	1319
891	1064	1327
892	976	1303
893	930	1284
894	895	1246
895	842	1276
896	827	1294
897	772	1268
898	741	1282
899	706	1283
900	640	1327
901	599	1357
902	571	1379
903	542	1359
904	533	1331
905	501	1297
906	468	1248
907	454	1244
908	449	1193
909	440	1204
910	425	1138
911	416	1151
912	411	1112
913	408	1096
914	407	1085
915	395	1075
916	398	1112
917	388	1121
918	372	1126
919	387	1094
920	374	1080
921	378	1024
922	380	1027
923	365	1047
924	377	1088
925	372	1084
926	368	1055
927	370	1030
928	353	1052
929	345	1047
930	355	1055
931	348	1061
932	354	1041
933	343	1015
934	346	977
935	348	989
936	359	999
937	366	984
938	346	996
939	351	992
940	356	1028
941	350	1039
942	338	1059
943	320	1038
944	328	1011
945	328	981
946	325	940
947	310	925
948	300	867
949	304	856
950	286	803
951	292	807
952	283	775
953	273	768
954	270	761
955	263	753
956	280	775
957	281	775
958	272	773
959	269	751
960	258	735
961	268	690
962	273	692
963	271	705
964	267	734
965	253	730
966	261	713
967	261	697
968	254	704
969	253	703
970	245	711
971	239	714
972	242	700
973	234	684
974	222	654
975	205	657
976	196	657
977	215	647
978	203	661
979	203	655
980	198	678
981	197	682
982	207	693
983	200	676
984	202	662
985	198	641
986	198	618
987	205	612
988	198	571
989	209	570
990	199	532
991	197	524
992	203	506
993	196	495
994	219	495
995	211	486
996	195	503
997	198	509
998	189	507
999	214	496
1000	205	492
