0	2500	500
1	2640	519
2	2788	526
3	2888	543
4	2996	551
5	3039	563
6	3278	576
7	3515	586
8	3681	597
9	3803	610
10	3883	611
11	4172	624
12	4424	635
13	4582	635
14	4716	645
15	4779	655
16	5028	661
17	5235	669
18	5350	691
19	5482	696
20	5536	713
21	5715	725
22	5832	733
23	5894	742
24	5984	751
25	5972	756
26	6144	763
27	6216	770
28	6218	775
29	6285	790
30	6241	799
31	6344	814
32	6341	826
33	6302	835
34	6293	843
35	6244	856
36	6325	874
37	6292	890
38	6233	896
39	6226	908
40	6173	914
41	6166	948
42	6110	957
43	6023	985
44	5901	997
45	5785	1018
46	5675	1039
47	5545	1056
48	5410	1072
49	5262	1094
50	5099	1114
51	4946	1138
52	4769	1159
53	4577	1168
54	4377	1187
55	4122	1203
56	3924	1228
57	3718	1243
58	3504	1277
59	3264	1292
60	2939	1322
61	2713	1344
62	2475	1365
63	2231	1379
64	2004	1392
65	1744	1397
66	1546	1404
67	1395	1411
68	1206	1413
69	1040	1428
70	869	1434
71	772	1451
72	680	1464
73	603	1466
74	514	1456
75	458	1462
76	430	1475
77	396	1479
78	352	1471
79	304	1471
80	262	1459
81	236	1486
82	221	1464
83	183	1492
84	170	1479
85	144	1470
86	140	1462
87	129	1451
88	108	1460
89	106	1455
90	99	1447
91	101	1400
92	92	1395
93	69	1344
94	69	1324
95	59	1297
96	55	1275
97	59	1240
98	49	1228
99	46	1206
100	42	1208
101	40	1193
102	42	1168
103	34	1147
104	37	1122
105	38	1105
106	36	1084
107	42	1069
108	37	1034
109	38	1019
110	44	990
111	47	985
112	55	963
113	47	955
114	43	945
115	51	929
116	55	932
117	66	930
118	58	904
119	59	894
120	65	885
121	69	883
122	80	872
123	72	875
124	79	858
125	86	850
126	93	837
127	114	804
128	107	802
129	119	799
130	119	774
131	129	752
132	150	745
133	133	699
134	142	692
135	140	676
136	156	654
137	196	644
138	184	645
139	201	620
140	208	619
141	217	610
142	274	593
143	266	585
144	297	579
145	314	558
146	321	546
147	413	543
148	416	511
149	475	511
150	508	492
151	520	471
152	642	459
153	650	447
154	742	426
155	794	425
156	825	427
157	977	406
158	983	397
159	1123	386
160	1191	375
161	1269	369
162	1425	369
163	1436	354
164	1634	352
165	1750	354
166	1854	333
167	2021	330
168	2037	334
169	2241	318
170	2404	321
171	2546	317
172	2700	309
173	2735	303
174	2952	302
175	3141	290
176	3281	286
177	3446	279
178	3484	268
179	3714	269
180	3918	271
181	3986	250
182	4130	247
183	4170	250
184	4434	239
185	4648	237
186	4715	236
187	4858	231
188	4909	230
189	5143	231
190	5383	227
191	5452	236
192	5613	235
193	5691	226
194	5885	227
195	6144	228
196	6220	227
197	6400	233
198	6490	233
199	6666	233
200	6957	234
201	7037	238
202	7199	239
203	7294	241
204	7457	250
205	7755	254
206	7833	263
207	7957	270
208	8033	278
209	8179	280
210	8475	289
211	8580	298
212	8696	298
213	8778	300
214	8909	307
215	9114	309
216	9162	317
217	9234	318
218	9287	333
219	9354	341
220	9482	351
221	9488	359
222	9501	362
223	9552	364
224	9577	364
225	9676	366
226	9701	368
227	9702	370
228	9712	370
229	9734	380
230	9770	387
231	9775	401
232	9775	403
233	9759	403
234	9743	407
235	9731	411
236	9726	419
237	9692	435
238	9669	439
239	9660	445
240	9662	449
241	9643	462
242	9628	468
243	9611	476
244	9592	494
245	9569	504
246	9532	522
247	9489	536
248	9456	556
249	9381	560
250	9359	578
251	9291	596
252	9206	596
253	9145	600
254	9063	614
255	9019	618
256	8919	634
257	8790	636
258	8698	666
259	8587	682
260	8497	702
261	8353	718
262	8218	724
263	8105	728
264	7980	728
265	7895	732
266	7789	736
267	7677	740
268	7591	739
269	7501	759
270	7433	772
271	7311	799
272	7224	803
273	7122	803
274	7026	810
275	6932	818
276	6814	834
277	6706	865
278	6619	872
279	6506	879
280	6394	884
281	6274	906
282	6139	911
283	6011	926
284	5889	957
285	5771	973
286	5637	1009
287	5486	1029
288	5329	1062
289	5188	1062
290	5044	1092
291	4894	1114
292	4736	1108
293	4588	1113
294	4416	1129
295	4250	1128
296	4110	1144
297	3974	1124
298	3846	1151
299	3669	1168
300	3505	1178
301	3333	1194
302	3182	1201
303	3031	1201
304	2872	1176
305	2722	1180
306	2614	1171
307	2491	1165
308	2413	1133
309	2312	1131
310	2249	1137
311	2172	1150
312	2091	1147
313	2015	1135
314	1960	1141
315	1891	1140
316	1846	1164
317	1774	1197
318	1703	1198
319	1658	1183
320	1601	1170
321	1575	1176
322	1520	1184
323	1468	1202
324	1433	1225
325	1389	1227
326	1353	1239
327	1295	1215
328	1251	1233
329	1200	1222
330	1155	1242
331	1112	1255
332	1056	1228
333	1009	1214
334	963	1186
335	905	1168
336	871	1154
337	807	1131
338	777	1148
339	758	1152
340	704	1164
341	646	1144
342	609	1156
343	568	1147
344	529	1115
345	472	1102
346	434	1079
347	412	1069
348	390	1020
349	359	1011
350	328	995
351	306	1013
352	291	1004
353	270	984
354	249	991
355	227	986
356	213	1008
357	198	1034
358	177	1033
359	169	1007
360	154	990
361	138	968
362	138	964
363	133	984
364	132	1003
365	122	1002
366	114	1000
367	121	975
368	117	995
369	116	985
370	112	993
371	118	996
372	118	979
373	101	961
374	109	939
375	112	934
376	121	914
377	115	890
378	98	888
379	111	885
380	105	878
381	111	866
382	115	876
383	99	868
384	98	845
385	100	828
386	103	807
387	91	804
388	78	763
389	86	757
390	87	736
391	89	747
392	83	729
393	77	717
394	85	715
395	87	711
396	90	721
397	95	746
398	84	744
399	101	728
400	89	715
401	89	689
402	83	695
403	75	712
404	93	729
405	81	728
406	85	729
407	81	706
408	67	725
409	90	716
410	78	729
411	78	731
412	74	710
413	67	686
414	80	663
415	77	658
416	87	646
417	74	633
418	63	630
419	74	635
420	65	621
421	81	616
422	72	625
423	59	624
424	68	614
425	59	599
426	82	587
427	75	579
428	69	547
429	74	538
430	67	528
431	95	530
432	91	511
433	85	504
434	94	504
435	86	502
436	123	508
437	112	513
438	99	513
439	113	502
440	108	490
441	151	467
442	133	464
443	124	478
444	144	485
445	143	486
446	196	489
447	187	478
448	179	483
449	222	482
450	225	492
451	298	492
452	285	483
453	268	470
454	332	456
455	331	453
456	437	445
457	425	435
458	394	434
459	467	435
460	462	425
461	586	421
462	565	431
463	538	427
464	634	416
465	623	410
466	762	400
467	742	399
468	711	380
469	829	379
470	806	373
471	964	382
472	934	371
473	903	369
474	1057	372
475	1053	367
476	1221	377
477	1200	386
478	1144	385
479	1287	379
480	1298	371
481	1486	359
482	1482	358
483	1448	367
484	1597	375
485	1605	376
486	1828	385
487	1849	380
488	1851	387
489	2022	383
490	2056	391
491	2267	401
492	2296	398
493	2281	391
494	2436	386
495	2486	388
496	2649	394
497	2658	388
